Gene	Long_Over3Years	Short_Under3Years	estimate1	estimate2	statistic	p.value	parameter	conf.low	conf.high	method	alternative	fdr
CD244	8	12	0.148148148	0.151898734	5.83E-31	0.5	1	-1	0.103609391	2-sample test for equality of proportions with continuity correction	less	0.645660657
CD300LG	3	5	0.055555556	0.063291139	1.61E-31	0.5	1	-1	0.068258421	2-sample test for equality of proportions with continuity correction	less	0.645660657
CDC42BPA	6	10	0.111111111	0.126582278	4.56E-31	0.5	1	-1	0.093460014	2-sample test for equality of proportions with continuity correction	less	0.645660657
CDC73	6	10	0.111111111	0.126582278	4.56E-31	0.5	1	-1	0.093460014	2-sample test for equality of proportions with continuity correction	less	0.645660657
CDR2L	10	15	0.185185185	0.189873418	5.68E-32	0.5	1	-1	0.113261008	2-sample test for equality of proportions with continuity correction	less	0.645660657
CEP19	4	6	0.074074074	0.075949367	5.87E-31	0.5	1	-1	0.07641933	2-sample test for equality of proportions with continuity correction	less	0.645660657
CHRM3	7	11	0.12962963	0.139240506	6.22E-31	0.5	1	-1	0.098780107	2-sample test for equality of proportions with continuity correction	less	0.645660657
CKS1B|ENSG00000173207.8	8	12	0.148148148	0.151898734	5.83E-31	0.5	1	-1	0.103609391	2-sample test for equality of proportions with continuity correction	less	0.645660657
CLNS1A	6	9	0.111111111	0.113924051	1.74E-30	0.5	1	-1	0.091681652	2-sample test for equality of proportions with continuity correction	less	0.645660657
CLRN1	3	5	0.055555556	0.063291139	1.61E-31	0.5	1	-1	0.068258421	2-sample test for equality of proportions with continuity correction	less	0.645660657
CNTD1	4	7	0.074074074	0.088607595	1.80E-30	0.5	1	-1	0.078753336	2-sample test for equality of proportions with continuity correction	less	0.645660657
CNTNAP1	4	7	0.074074074	0.088607595	1.80E-30	0.5	1	-1	0.078753336	2-sample test for equality of proportions with continuity correction	less	0.645660657
COA3	4	7	0.074074074	0.088607595	1.80E-30	0.5	1	-1	0.078753336	2-sample test for equality of proportions with continuity correction	less	0.645660657
COLGALT2	6	10	0.111111111	0.126582278	4.56E-31	0.5	1	-1	0.093460014	2-sample test for equality of proportions with continuity correction	less	0.645660657
COMMD5	12	18	0.222222222	0.227848101	6.15E-31	0.5	1	-1	0.121181581	2-sample test for equality of proportions with continuity correction	less	0.645660657
COX11	16	24	0.296296296	0.303797468	5.01E-31	0.5	1	-1	0.133004221	2-sample test for equality of proportions with continuity correction	less	0.645660657
CPPED1	3	5	0.055555556	0.063291139	1.61E-31	0.5	1	-1	0.068258421	2-sample test for equality of proportions with continuity correction	less	0.645660657
CPSF1	12	18	0.222222222	0.227848101	6.15E-31	0.5	1	-1	0.121181581	2-sample test for equality of proportions with continuity correction	less	0.645660657
CSNK1D	8	12	0.148148148	0.151898734	5.83E-31	0.5	1	-1	0.103609391	2-sample test for equality of proportions with continuity correction	less	0.645660657
CSRP1	6	10	0.111111111	0.126582278	4.56E-31	0.5	1	-1	0.093460014	2-sample test for equality of proportions with continuity correction	less	0.645660657
CYC1	12	18	0.222222222	0.227848101	6.15E-31	0.5	1	-1	0.121181581	2-sample test for equality of proportions with continuity correction	less	0.645660657
CYHR1	12	18	0.222222222	0.227848101	6.15E-31	0.5	1	-1	0.121181581	2-sample test for equality of proportions with continuity correction	less	0.645660657
CYTH1	9	14	0.166666667	0.17721519	2.19E-30	0.5	1	-1	0.109326632	2-sample test for equality of proportions with continuity correction	less	0.645660657
DCST1	8	12	0.148148148	0.151898734	5.83E-31	0.5	1	-1	0.103609391	2-sample test for equality of proportions with continuity correction	less	0.645660657
DCST2	8	12	0.148148148	0.151898734	5.83E-31	0.5	1	-1	0.103609391	2-sample test for equality of proportions with continuity correction	less	0.645660657
DCUN1D1	4	6	0.074074074	0.075949367	5.87E-31	0.5	1	-1	0.07641933	2-sample test for equality of proportions with continuity correction	less	0.645660657
DECR1	10	15	0.185185185	0.189873418	5.68E-32	0.5	1	-1	0.113261008	2-sample test for equality of proportions with continuity correction	less	0.645660657
DEDD	8	12	0.148148148	0.151898734	5.83E-31	0.5	1	-1	0.103609391	2-sample test for equality of proportions with continuity correction	less	0.645660657
DENND3	13	20	0.240740741	0.253164557	5.55E-31	0.5	1	-1	0.125032902	2-sample test for equality of proportions with continuity correction	less	0.645660657
DGAT1	12	18	0.222222222	0.227848101	6.15E-31	0.5	1	-1	0.121181581	2-sample test for equality of proportions with continuity correction	less	0.645660657
DHCR7	4	7	0.074074074	0.088607595	1.80E-30	0.5	1	-1	0.078753336	2-sample test for equality of proportions with continuity correction	less	0.645660657
DHRS7B	4	7	0.074074074	0.088607595	1.80E-30	0.5	1	-1	0.078753336	2-sample test for equality of proportions with continuity correction	less	0.645660657
DHX58	4	7	0.074074074	0.088607595	1.80E-30	0.5	1	-1	0.078753336	2-sample test for equality of proportions with continuity correction	less	0.645660657
DHX9	6	10	0.111111111	0.126582278	4.56E-31	0.5	1	-1	0.093460014	2-sample test for equality of proportions with continuity correction	less	0.645660657
DLG1	4	6	0.074074074	0.075949367	5.87E-31	0.5	1	-1	0.07641933	2-sample test for equality of proportions with continuity correction	less	0.645660657
DLG2	3	5	0.055555556	0.063291139	1.61E-31	0.5	1	-1	0.068258421	2-sample test for equality of proportions with continuity correction	less	0.645660657
DLX4	19	28	0.351851852	0.35443038	9.63E-31	0.5	1	-1	0.138788126	2-sample test for equality of proportions with continuity correction	less	0.645660657
DNAJB13	3	5	0.055555556	0.063291139	1.61E-31	0.5	1	-1	0.068258421	2-sample test for equality of proportions with continuity correction	less	0.645660657
DNM3OS	5	8	0.092592593	0.101265823	9.98E-32	0.5	1	-1	0.085594837	2-sample test for equality of proportions with continuity correction	less	0.645660657
DUSP3	4	6	0.074074074	0.075949367	5.87E-31	0.5	1	-1	0.07641933	2-sample test for equality of proportions with continuity correction	less	0.645660657
ECM1	8	12	0.148148148	0.151898734	5.83E-31	0.5	1	-1	0.103609391	2-sample test for equality of proportions with continuity correction	less	0.645660657
ECT2	4	7	0.074074074	0.088607595	1.80E-30	0.5	1	-1	0.078753336	2-sample test for equality of proportions with continuity correction	less	0.645660657
EDEM3	6	10	0.111111111	0.126582278	4.56E-31	0.5	1	-1	0.093460014	2-sample test for equality of proportions with continuity correction	less	0.645660657
EFNA3	8	12	0.148148148	0.151898734	5.83E-31	0.5	1	-1	0.103609391	2-sample test for equality of proportions with continuity correction	less	0.645660657
EFNA4	8	12	0.148148148	0.151898734	5.83E-31	0.5	1	-1	0.103609391	2-sample test for equality of proportions with continuity correction	less	0.645660657
EGFEM1P	4	6	0.074074074	0.075949367	5.87E-31	0.5	1	-1	0.07641933	2-sample test for equality of proportions with continuity correction	less	0.645660657
EIF2A	3	5	0.055555556	0.063291139	1.61E-31	0.5	1	-1	0.068258421	2-sample test for equality of proportions with continuity correction	less	0.645660657
ENDOV	8	12	0.148148148	0.151898734	5.83E-31	0.5	1	-1	0.103609391	2-sample test for equality of proportions with continuity correction	less	0.645660657
ENTHD2	8	12	0.148148148	0.151898734	5.83E-31	0.5	1	-1	0.103609391	2-sample test for equality of proportions with continuity correction	less	0.645660657
EPPK1	12	18	0.222222222	0.227848101	6.15E-31	0.5	1	-1	0.121181581	2-sample test for equality of proportions with continuity correction	less	0.645660657
EXOSC4	12	18	0.222222222	0.227848101	6.15E-31	0.5	1	-1	0.121181581	2-sample test for equality of proportions with continuity correction	less	0.645660657
EZH1	4	7	0.074074074	0.088607595	1.80E-30	0.5	1	-1	0.078753336	2-sample test for equality of proportions with continuity correction	less	0.645660657
F11R	8	12	0.148148148	0.151898734	5.83E-31	0.5	1	-1	0.103609391	2-sample test for equality of proportions with continuity correction	less	0.645660657
FAM163A	5	8	0.092592593	0.101265823	9.98E-32	0.5	1	-1	0.085594837	2-sample test for equality of proportions with continuity correction	less	0.645660657
FAM177B	6	10	0.111111111	0.126582278	4.56E-31	0.5	1	-1	0.093460014	2-sample test for equality of proportions with continuity correction	less	0.645660657
FAM188B2	3	5	0.055555556	0.063291139	1.61E-31	0.5	1	-1	0.068258421	2-sample test for equality of proportions with continuity correction	less	0.645660657
FAM194A	3	5	0.055555556	0.063291139	1.61E-31	0.5	1	-1	0.068258421	2-sample test for equality of proportions with continuity correction	less	0.645660657
FAM195B	8	12	0.148148148	0.151898734	5.83E-31	0.5	1	-1	0.103609391	2-sample test for equality of proportions with continuity correction	less	0.645660657
FAM203A	12	18	0.222222222	0.227848101	6.15E-31	0.5	1	-1	0.121181581	2-sample test for equality of proportions with continuity correction	less	0.645660657
FAM203B	12	18	0.222222222	0.227848101	6.15E-31	0.5	1	-1	0.121181581	2-sample test for equality of proportions with continuity correction	less	0.645660657
FAM208B	3	5	0.055555556	0.063291139	1.61E-31	0.5	1	-1	0.068258421	2-sample test for equality of proportions with continuity correction	less	0.645660657
FAM20B	5	8	0.092592593	0.101265823	9.98E-32	0.5	1	-1	0.085594837	2-sample test for equality of proportions with continuity correction	less	0.645660657
FAM215A	3	5	0.055555556	0.063291139	1.61E-31	0.5	1	-1	0.068258421	2-sample test for equality of proportions with continuity correction	less	0.645660657
FAM78B	6	9	0.111111111	0.113924051	1.74E-30	0.5	1	-1	0.091681652	2-sample test for equality of proportions with continuity correction	less	0.645660657
FBXL6	12	18	0.222222222	0.227848101	6.15E-31	0.5	1	-1	0.121181581	2-sample test for equality of proportions with continuity correction	less	0.645660657
FBXO18	3	5	0.055555556	0.063291139	1.61E-31	0.5	1	-1	0.068258421	2-sample test for equality of proportions with continuity correction	less	0.645660657
FBXO45	4	6	0.074074074	0.075949367	5.87E-31	0.5	1	-1	0.07641933	2-sample test for equality of proportions with continuity correction	less	0.645660657
FGF12	4	6	0.074074074	0.075949367	5.87E-31	0.5	1	-1	0.07641933	2-sample test for equality of proportions with continuity correction	less	0.645660657
FLAD1	8	12	0.148148148	0.151898734	5.83E-31	0.5	1	-1	0.103609391	2-sample test for equality of proportions with continuity correction	less	0.645660657
FMO9P	6	9	0.111111111	0.113924051	1.74E-30	0.5	1	-1	0.091681652	2-sample test for equality of proportions with continuity correction	less	0.645660657
FOXH1	12	18	0.222222222	0.227848101	6.15E-31	0.5	1	-1	0.121181581	2-sample test for equality of proportions with continuity correction	less	0.645660657
FSCN2	8	12	0.148148148	0.151898734	5.83E-31	0.5	1	-1	0.103609391	2-sample test for equality of proportions with continuity correction	less	0.645660657
FXR1	4	6	0.074074074	0.075949367	5.87E-31	0.5	1	-1	0.07641933	2-sample test for equality of proportions with continuity correction	less	0.645660657
FZD2	3	5	0.055555556	0.063291139	1.61E-31	0.5	1	-1	0.068258421	2-sample test for equality of proportions with continuity correction	less	0.645660657
G6PC	4	7	0.074074074	0.088607595	1.80E-30	0.5	1	-1	0.078753336	2-sample test for equality of proportions with continuity correction	less	0.645660657
GAB2	6	9	0.111111111	0.113924051	1.74E-30	0.5	1	-1	0.091681652	2-sample test for equality of proportions with continuity correction	less	0.645660657
GCGR	8	12	0.148148148	0.151898734	5.83E-31	0.5	1	-1	0.103609391	2-sample test for equality of proportions with continuity correction	less	0.645660657
GDF6	12	18	0.222222222	0.227848101	6.15E-31	0.5	1	-1	0.121181581	2-sample test for equality of proportions with continuity correction	less	0.645660657
GDI2	3	5	0.055555556	0.063291139	1.61E-31	0.5	1	-1	0.068258421	2-sample test for equality of proportions with continuity correction	less	0.645660657
GFOD1	3	5	0.055555556	0.063291139	1.61E-31	0.5	1	-1	0.068258421	2-sample test for equality of proportions with continuity correction	less	0.645660657
GHDC	4	7	0.074074074	0.088607595	1.80E-30	0.5	1	-1	0.078753336	2-sample test for equality of proportions with continuity correction	less	0.645660657
GHSR	4	7	0.074074074	0.088607595	1.80E-30	0.5	1	-1	0.078753336	2-sample test for equality of proportions with continuity correction	less	0.645660657
GINS4	6	10	0.111111111	0.126582278	4.56E-31	0.5	1	-1	0.093460014	2-sample test for equality of proportions with continuity correction	less	0.645660657
GJC2	6	10	0.111111111	0.126582278	4.56E-31	0.5	1	-1	0.093460014	2-sample test for equality of proportions with continuity correction	less	0.645660657
GLI4	12	18	0.222222222	0.227848101	6.15E-31	0.5	1	-1	0.121181581	2-sample test for equality of proportions with continuity correction	less	0.645660657
GLRX2	6	10	0.111111111	0.126582278	4.56E-31	0.5	1	-1	0.093460014	2-sample test for equality of proportions with continuity correction	less	0.645660657
GOLGA7	6	9	0.111111111	0.113924051	1.74E-30	0.5	1	-1	0.091681652	2-sample test for equality of proportions with continuity correction	less	0.645660657
GOSR2	5	8	0.092592593	0.101265823	9.98E-32	0.5	1	-1	0.085594837	2-sample test for equality of proportions with continuity correction	less	0.645660657
GPAA1	12	18	0.222222222	0.227848101	6.15E-31	0.5	1	-1	0.121181581	2-sample test for equality of proportions with continuity correction	less	0.645660657
GPATCH2	7	11	0.12962963	0.139240506	6.22E-31	0.5	1	-1	0.098780107	2-sample test for equality of proportions with continuity correction	less	0.645660657
GPIHBP1	12	18	0.222222222	0.227848101	6.15E-31	0.5	1	-1	0.121181581	2-sample test for equality of proportions with continuity correction	less	0.645660657
GPR161	5	8	0.092592593	0.101265823	9.98E-32	0.5	1	-1	0.085594837	2-sample test for equality of proportions with continuity correction	less	0.645660657
GPT	12	18	0.222222222	0.227848101	6.15E-31	0.5	1	-1	0.121181581	2-sample test for equality of proportions with continuity correction	less	0.645660657
GRINA	12	18	0.222222222	0.227848101	6.15E-31	0.5	1	-1	0.121181581	2-sample test for equality of proportions with continuity correction	less	0.645660657
GUK1	6	10	0.111111111	0.126582278	4.56E-31	0.5	1	-1	0.093460014	2-sample test for equality of proportions with continuity correction	less	0.645660657
H3F3B	9	14	0.166666667	0.17721519	2.19E-30	0.5	1	-1	0.109326632	2-sample test for equality of proportions with continuity correction	less	0.645660657
HCRT	4	7	0.074074074	0.088607595	1.80E-30	0.5	1	-1	0.078753336	2-sample test for equality of proportions with continuity correction	less	0.645660657
HGS	8	12	0.148148148	0.151898734	5.83E-31	0.5	1	-1	0.103609391	2-sample test for equality of proportions with continuity correction	less	0.645660657
HILS1	19	29	0.351851852	0.367088608	3.37E-32	0.5	1	-1	0.139222371	2-sample test for equality of proportions with continuity correction	less	0.645660657
HRASLS	4	6	0.074074074	0.075949367	5.87E-31	0.5	1	-1	0.07641933	2-sample test for equality of proportions with continuity correction	less	0.645660657
HSD17B7	6	9	0.111111111	0.113924051	1.74E-30	0.5	1	-1	0.091681652	2-sample test for equality of proportions with continuity correction	less	0.645660657
HSF1	12	18	0.222222222	0.227848101	6.15E-31	0.5	1	-1	0.121181581	2-sample test for equality of proportions with continuity correction	less	0.645660657
HSPB9	4	7	0.074074074	0.088607595	1.80E-30	0.5	1	-1	0.078753336	2-sample test for equality of proportions with continuity correction	less	0.645660657
IBA57	6	10	0.111111111	0.126582278	4.56E-31	0.5	1	-1	0.093460014	2-sample test for equality of proportions with continuity correction	less	0.645660657
ICT1	10	15	0.185185185	0.189873418	5.68E-32	0.5	1	-1	0.113261008	2-sample test for equality of proportions with continuity correction	less	0.645660657
IFRG15	5	8	0.092592593	0.101265823	9.98E-32	0.5	1	-1	0.085594837	2-sample test for equality of proportions with continuity correction	less	0.645660657
