Gene	Long_Over3Years	Short_Under3Years	estimate1	estimate2	statistic	p.value	parameter	conf.low	conf.high	method	alternative	fdr
PAPPA2	5	6	0.092592593	0.075949367	4.70E-04	0.508652222	1	-1	0.113552587	2-sample test for equality of proportions with continuity correction	less	0.649562635
PHC3	5	6	0.092592593	0.075949367	4.70E-04	0.508652222	1	-1	0.113552587	2-sample test for equality of proportions with continuity correction	less	0.649562635
PRKRIR	5	6	0.092592593	0.075949367	4.70E-04	0.508652222	1	-1	0.113552587	2-sample test for equality of proportions with continuity correction	less	0.649562635
PYDC2	5	6	0.092592593	0.075949367	4.70E-04	0.508652222	1	-1	0.113552587	2-sample test for equality of proportions with continuity correction	less	0.649562635
RFWD2	5	6	0.092592593	0.075949367	4.70E-04	0.508652222	1	-1	0.113552587	2-sample test for equality of proportions with continuity correction	less	0.649562635
SCARNA3	5	6	0.092592593	0.075949367	4.70E-04	0.508652222	1	-1	0.113552587	2-sample test for equality of proportions with continuity correction	less	0.649562635
TERC	5	6	0.092592593	0.075949367	4.70E-04	0.508652222	1	-1	0.113552587	2-sample test for equality of proportions with continuity correction	less	0.649562635
UTS2B	5	6	0.092592593	0.075949367	4.70E-04	0.508652222	1	-1	0.113552587	2-sample test for equality of proportions with continuity correction	less	0.649562635
WNT9B	5	6	0.092592593	0.075949367	4.70E-04	0.508652222	1	-1	0.113552587	2-sample test for equality of proportions with continuity correction	less	0.649562635
CUEDC1	14	19	0.259259259	0.240506329	0.001721807	0.516549224	1	-1	0.160347814	2-sample test for equality of proportions with continuity correction	less	0.658757108
DYNLL2	14	19	0.259259259	0.240506329	0.001721807	0.516549224	1	-1	0.160347814	2-sample test for equality of proportions with continuity correction	less	0.658757108
GNA13	14	19	0.259259259	0.240506329	0.001721807	0.516549224	1	-1	0.160347814	2-sample test for equality of proportions with continuity correction	less	0.658757108
MRPS23	14	19	0.259259259	0.240506329	0.001721807	0.516549224	1	-1	0.160347814	2-sample test for equality of proportions with continuity correction	less	0.658757108
NGFR	21	29	0.388888889	0.367088608	0.005275631	0.528951133	1	-1	0.178328231	2-sample test for equality of proportions with continuity correction	less	0.673062137
NXPH3	21	29	0.388888889	0.367088608	0.005275631	0.528951133	1	-1	0.178328231	2-sample test for equality of proportions with continuity correction	less	0.673062137
SPOP	21	29	0.388888889	0.367088608	0.005275631	0.528951133	1	-1	0.178328231	2-sample test for equality of proportions with continuity correction	less	0.673062137
CNTN2	10	13	0.185185185	0.164556962	0.005696226	0.530080947	1	-1	0.146979102	2-sample test for equality of proportions with continuity correction	less	0.673062137
DSTYK	10	13	0.185185185	0.164556962	0.005696226	0.530080947	1	-1	0.146979102	2-sample test for equality of proportions with continuity correction	less	0.673062137
KLHDC8A	10	13	0.185185185	0.164556962	0.005696226	0.530080947	1	-1	0.146979102	2-sample test for equality of proportions with continuity correction	less	0.673062137
NUAK2	10	13	0.185185185	0.164556962	0.005696226	0.530080947	1	-1	0.146979102	2-sample test for equality of proportions with continuity correction	less	0.673062137
RBBP5	10	13	0.185185185	0.164556962	0.005696226	0.530080947	1	-1	0.146979102	2-sample test for equality of proportions with continuity correction	less	0.673062137
SPACA3	10	13	0.185185185	0.164556962	0.005696226	0.530080947	1	-1	0.146979102	2-sample test for equality of proportions with continuity correction	less	0.673062137
TMCC2	10	13	0.185185185	0.164556962	0.005696226	0.530080947	1	-1	0.146979102	2-sample test for equality of proportions with continuity correction	less	0.673062137
TMEM81	10	13	0.185185185	0.164556962	0.005696226	0.530080947	1	-1	0.146979102	2-sample test for equality of proportions with continuity correction	less	0.673062137
TMEM98	10	13	0.185185185	0.164556962	0.005696226	0.530080947	1	-1	0.146979102	2-sample test for equality of proportions with continuity correction	less	0.673062137
UNC45B	10	13	0.185185185	0.164556962	0.005696226	0.530080947	1	-1	0.146979102	2-sample test for equality of proportions with continuity correction	less	0.673062137
NME1	19	26	0.351851852	0.329113924	0.00732378	0.534099488	1	-1	0.176122418	2-sample test for equality of proportions with continuity correction	less	0.676737583
NME2	19	26	0.351851852	0.329113924	0.00732378	0.534099488	1	-1	0.176122418	2-sample test for equality of proportions with continuity correction	less	0.676737583
ATP8B2	8	10	0.148148148	0.126582278	0.009793565	0.539415955	1	-1	0.13769942	2-sample test for equality of proportions with continuity correction	less	0.676737583
BRF2	8	10	0.148148148	0.126582278	0.009793565	0.539415955	1	-1	0.13769942	2-sample test for equality of proportions with continuity correction	less	0.676737583
COPRS	8	10	0.148148148	0.126582278	0.009793565	0.539415955	1	-1	0.13769942	2-sample test for equality of proportions with continuity correction	less	0.676737583
DUSP12	8	10	0.148148148	0.126582278	0.009793565	0.539415955	1	-1	0.13769942	2-sample test for equality of proportions with continuity correction	less	0.676737583
FCGR2A	8	10	0.148148148	0.126582278	0.009793565	0.539415955	1	-1	0.13769942	2-sample test for equality of proportions with continuity correction	less	0.676737583
FCGR2B	8	10	0.148148148	0.126582278	0.009793565	0.539415955	1	-1	0.13769942	2-sample test for equality of proportions with continuity correction	less	0.676737583
FCGR2C	8	10	0.148148148	0.126582278	0.009793565	0.539415955	1	-1	0.13769942	2-sample test for equality of proportions with continuity correction	less	0.676737583
FCGR3A	8	10	0.148148148	0.126582278	0.009793565	0.539415955	1	-1	0.13769942	2-sample test for equality of proportions with continuity correction	less	0.676737583
FCGR3B	8	10	0.148148148	0.126582278	0.009793565	0.539415955	1	-1	0.13769942	2-sample test for equality of proportions with continuity correction	less	0.676737583
FCRLA	8	10	0.148148148	0.126582278	0.009793565	0.539415955	1	-1	0.13769942	2-sample test for equality of proportions with continuity correction	less	0.676737583
FCRLB	8	10	0.148148148	0.126582278	0.009793565	0.539415955	1	-1	0.13769942	2-sample test for equality of proportions with continuity correction	less	0.676737583
GPR124	8	10	0.148148148	0.126582278	0.009793565	0.539415955	1	-1	0.13769942	2-sample test for equality of proportions with continuity correction	less	0.676737583
HSPA6	8	10	0.148148148	0.126582278	0.009793565	0.539415955	1	-1	0.13769942	2-sample test for equality of proportions with continuity correction	less	0.676737583
HTRA4	8	10	0.148148148	0.126582278	0.009793565	0.539415955	1	-1	0.13769942	2-sample test for equality of proportions with continuity correction	less	0.676737583
IL6R	8	10	0.148148148	0.126582278	0.009793565	0.539415955	1	-1	0.13769942	2-sample test for equality of proportions with continuity correction	less	0.676737583
MIR4654	8	10	0.148148148	0.126582278	0.009793565	0.539415955	1	-1	0.13769942	2-sample test for equality of proportions with continuity correction	less	0.676737583
OLFML2B	8	10	0.148148148	0.126582278	0.009793565	0.539415955	1	-1	0.13769942	2-sample test for equality of proportions with continuity correction	less	0.676737583
PLEKHA2	8	10	0.148148148	0.126582278	0.009793565	0.539415955	1	-1	0.13769942	2-sample test for equality of proportions with continuity correction	less	0.676737583
PROSC	8	10	0.148148148	0.126582278	0.009793565	0.539415955	1	-1	0.13769942	2-sample test for equality of proportions with continuity correction	less	0.676737583
RAB11FIP1	8	10	0.148148148	0.126582278	0.009793565	0.539415955	1	-1	0.13769942	2-sample test for equality of proportions with continuity correction	less	0.676737583
RN7SL466P	8	10	0.148148148	0.126582278	0.009793565	0.539415955	1	-1	0.13769942	2-sample test for equality of proportions with continuity correction	less	0.676737583
RNA5SP61	8	10	0.148148148	0.126582278	0.009793565	0.539415955	1	-1	0.13769942	2-sample test for equality of proportions with continuity correction	less	0.676737583
RNU4ATAC7P	8	10	0.148148148	0.126582278	0.009793565	0.539415955	1	-1	0.13769942	2-sample test for equality of proportions with continuity correction	less	0.676737583
RPL31P11	8	10	0.148148148	0.126582278	0.009793565	0.539415955	1	-1	0.13769942	2-sample test for equality of proportions with continuity correction	less	0.676737583
SLFN5	8	10	0.148148148	0.126582278	0.009793565	0.539415955	1	-1	0.13769942	2-sample test for equality of proportions with continuity correction	less	0.676737583
SOX9	8	10	0.148148148	0.126582278	0.009793565	0.539415955	1	-1	0.13769942	2-sample test for equality of proportions with continuity correction	less	0.676737583
TACC1	8	10	0.148148148	0.126582278	0.009793565	0.539415955	1	-1	0.13769942	2-sample test for equality of proportions with continuity correction	less	0.676737583
WHSC1L1	8	10	0.148148148	0.126582278	0.009793565	0.539415955	1	-1	0.13769942	2-sample test for equality of proportions with continuity correction	less	0.676737583
ANXA13	17	23	0.314814815	0.291139241	0.009975302	0.539778786	1	-1	0.172962657	2-sample test for equality of proportions with continuity correction	less	0.676737583
ATAD2	17	23	0.314814815	0.291139241	0.009975302	0.539778786	1	-1	0.172962657	2-sample test for equality of proportions with continuity correction	less	0.676737583
FAM91A1	17	23	0.314814815	0.291139241	0.009975302	0.539778786	1	-1	0.172962657	2-sample test for equality of proportions with continuity correction	less	0.676737583
FBXO32	17	23	0.314814815	0.291139241	0.009975302	0.539778786	1	-1	0.172962657	2-sample test for equality of proportions with continuity correction	less	0.676737583
FER1L6	17	23	0.314814815	0.291139241	0.009975302	0.539778786	1	-1	0.172962657	2-sample test for equality of proportions with continuity correction	less	0.676737583
KLHL38	17	23	0.314814815	0.291139241	0.009975302	0.539778786	1	-1	0.172962657	2-sample test for equality of proportions with continuity correction	less	0.676737583
MIR548AA1	17	23	0.314814815	0.291139241	0.009975302	0.539778786	1	-1	0.172962657	2-sample test for equality of proportions with continuity correction	less	0.676737583
RN7SKP155	17	23	0.314814815	0.291139241	0.009975302	0.539778786	1	-1	0.172962657	2-sample test for equality of proportions with continuity correction	less	0.676737583
OR4D1	15	20	0.277777778	0.253164557	0.013472808	0.546202429	1	-1	0.168757767	2-sample test for equality of proportions with continuity correction	less	0.684110399
OR4D2	15	20	0.277777778	0.253164557	0.013472808	0.546202429	1	-1	0.168757767	2-sample test for equality of proportions with continuity correction	less	0.684110399
ZFAT	15	20	0.277777778	0.253164557	0.013472808	0.546202429	1	-1	0.168757767	2-sample test for equality of proportions with continuity correction	less	0.684110399
CNP	6	7	0.111111111	0.088607595	0.017392028	0.552459936	1	-1	0.125921852	2-sample test for equality of proportions with continuity correction	less	0.688980059
GPR52	6	7	0.111111111	0.088607595	0.017392028	0.552459936	1	-1	0.125921852	2-sample test for equality of proportions with continuity correction	less	0.688980059
IVL	6	7	0.111111111	0.088607595	0.017392028	0.552459936	1	-1	0.125921852	2-sample test for equality of proportions with continuity correction	less	0.688980059
PEX5L	6	7	0.111111111	0.088607595	0.017392028	0.552459936	1	-1	0.125921852	2-sample test for equality of proportions with continuity correction	less	0.688980059
PRKCI	6	7	0.111111111	0.088607595	0.017392028	0.552459936	1	-1	0.125921852	2-sample test for equality of proportions with continuity correction	less	0.688980059
RC3H1	6	7	0.111111111	0.088607595	0.017392028	0.552459936	1	-1	0.125921852	2-sample test for equality of proportions with continuity correction	less	0.688980059
RNA5SP67	6	7	0.111111111	0.088607595	0.017392028	0.552459936	1	-1	0.125921852	2-sample test for equality of proportions with continuity correction	less	0.688980059
RNA5SP68	6	7	0.111111111	0.088607595	0.017392028	0.552459936	1	-1	0.125921852	2-sample test for equality of proportions with continuity correction	less	0.688980059
SERPINC1	6	7	0.111111111	0.088607595	0.017392028	0.552459936	1	-1	0.125921852	2-sample test for equality of proportions with continuity correction	less	0.688980059
SMCP	6	7	0.111111111	0.088607595	0.017392028	0.552459936	1	-1	0.125921852	2-sample test for equality of proportions with continuity correction	less	0.688980059
snoU13|ENSG00000238872.1	6	7	0.111111111	0.088607595	0.017392028	0.552459936	1	-1	0.125921852	2-sample test for equality of proportions with continuity correction	less	0.688980059
ZBTB37	6	7	0.111111111	0.088607595	0.017392028	0.552459936	1	-1	0.125921852	2-sample test for equality of proportions with continuity correction	less	0.688980059
ZNF385C	6	7	0.111111111	0.088607595	0.017392028	0.552459936	1	-1	0.125921852	2-sample test for equality of proportions with continuity correction	less	0.688980059
EFCAB5	13	17	0.240740741	0.215189873	0.018224271	0.553692996	1	-1	0.163375911	2-sample test for equality of proportions with continuity correction	less	0.689607751
LRRC37A3	13	17	0.240740741	0.215189873	0.018224271	0.553692996	1	-1	0.163375911	2-sample test for equality of proportions with continuity correction	less	0.689607751
MYO1D	13	17	0.240740741	0.215189873	0.018224271	0.553692996	1	-1	0.163375911	2-sample test for equality of proportions with continuity correction	less	0.689607751
RN7SL404P	13	17	0.240740741	0.215189873	0.018224271	0.553692996	1	-1	0.163375911	2-sample test for equality of proportions with continuity correction	less	0.689607751
CCL18	11	14	0.203703704	0.17721519	0.024967378	0.562775812	1	-1	0.156622455	2-sample test for equality of proportions with continuity correction	less	0.695420912
CCL3	11	14	0.203703704	0.17721519	0.024967378	0.562775812	1	-1	0.156622455	2-sample test for equality of proportions with continuity correction	less	0.695420912
CCL3L1	11	14	0.203703704	0.17721519	0.024967378	0.562775812	1	-1	0.156622455	2-sample test for equality of proportions with continuity correction	less	0.695420912
CCL3L3	11	14	0.203703704	0.17721519	0.024967378	0.562775812	1	-1	0.156622455	2-sample test for equality of proportions with continuity correction	less	0.695420912
CCL4	11	14	0.203703704	0.17721519	0.024967378	0.562775812	1	-1	0.156622455	2-sample test for equality of proportions with continuity correction	less	0.695420912
CCL4L1	11	14	0.203703704	0.17721519	0.024967378	0.562775812	1	-1	0.156622455	2-sample test for equality of proportions with continuity correction	less	0.695420912
CCL4L2	11	14	0.203703704	0.17721519	0.024967378	0.562775812	1	-1	0.156622455	2-sample test for equality of proportions with continuity correction	less	0.695420912
CPD	11	14	0.203703704	0.17721519	0.024967378	0.562775812	1	-1	0.156622455	2-sample test for equality of proportions with continuity correction	less	0.695420912
CRLF3	11	14	0.203703704	0.17721519	0.024967378	0.562775812	1	-1	0.156622455	2-sample test for equality of proportions with continuity correction	less	0.695420912
LRRC37BP1	11	14	0.203703704	0.17721519	0.024967378	0.562775812	1	-1	0.156622455	2-sample test for equality of proportions with continuity correction	less	0.695420912
MYO19	11	14	0.203703704	0.17721519	0.024967378	0.562775812	1	-1	0.156622455	2-sample test for equality of proportions with continuity correction	less	0.695420912
PIGW	11	14	0.203703704	0.17721519	0.024967378	0.562775812	1	-1	0.156622455	2-sample test for equality of proportions with continuity correction	less	0.695420912
PSMD11	11	14	0.203703704	0.17721519	0.024967378	0.562775812	1	-1	0.156622455	2-sample test for equality of proportions with continuity correction	less	0.695420912
RN7SL301P	11	14	0.203703704	0.17721519	0.024967378	0.562775812	1	-1	0.156622455	2-sample test for equality of proportions with continuity correction	less	0.695420912
RN7SL316P	11	14	0.203703704	0.17721519	0.024967378	0.562775812	1	-1	0.156622455	2-sample test for equality of proportions with continuity correction	less	0.695420912
RNA5SP439	11	14	0.203703704	0.17721519	0.024967378	0.562775812	1	-1	0.156622455	2-sample test for equality of proportions with continuity correction	less	0.695420912
SMURF2P1	11	14	0.203703704	0.17721519	0.024967378	0.562775812	1	-1	0.156622455	2-sample test for equality of proportions with continuity correction	less	0.695420912
SUZ12P	11	14	0.203703704	0.17721519	0.024967378	0.562775812	1	-1	0.156622455	2-sample test for equality of proportions with continuity correction	less	0.695420912
TBC1D3B	11	14	0.203703704	0.17721519	0.024967378	0.562775812	1	-1	0.156622455	2-sample test for equality of proportions with continuity correction	less	0.695420912
TBC1D3C	11	14	0.203703704	0.17721519	0.024967378	0.562775812	1	-1	0.156622455	2-sample test for equality of proportions with continuity correction	less	0.695420912
TBC1D3G	11	14	0.203703704	0.17721519	0.024967378	0.562775812	1	-1	0.156622455	2-sample test for equality of proportions with continuity correction	less	0.695420912
TBC1D3H	11	14	0.203703704	0.17721519	0.024967378	0.562775812	1	-1	0.156622455	2-sample test for equality of proportions with continuity correction	less	0.695420912
TMIGD1	11	14	0.203703704	0.17721519	0.024967378	0.562775812	1	-1	0.156622455	2-sample test for equality of proportions with continuity correction	less	0.695420912
ZNHIT3	11	14	0.203703704	0.17721519	0.024967378	0.562775812	1	-1	0.156622455	2-sample test for equality of proportions with continuity correction	less	0.695420912
ATP5G1	18	24	0.333333333	0.303797468	0.028878461	0.567470016	1	-1	0.180687515	2-sample test for equality of proportions with continuity correction	less	0.699392455
C17orf72	18	24	0.333333333	0.303797468	0.028878461	0.567470016	1	-1	0.180687515	2-sample test for equality of proportions with continuity correction	less	0.699392455
NACA2	18	24	0.333333333	0.303797468	0.028878461	0.567470016	1	-1	0.180687515	2-sample test for equality of proportions with continuity correction	less	0.699392455
NOL11	18	24	0.333333333	0.303797468	0.028878461	0.567470016	1	-1	0.180687515	2-sample test for equality of proportions with continuity correction	less	0.699392455
SCN4A	18	24	0.333333333	0.303797468	0.028878461	0.567470016	1	-1	0.180687515	2-sample test for equality of proportions with continuity correction	less	0.699392455
SNORA38B	18	24	0.333333333	0.303797468	0.028878461	0.567470016	1	-1	0.180687515	2-sample test for equality of proportions with continuity correction	less	0.699392455
SNORA68|ENSG00000212565.1	18	24	0.333333333	0.303797468	0.028878461	0.567470016	1	-1	0.180687515	2-sample test for equality of proportions with continuity correction	less	0.699392455
STXBP4	18	24	0.333333333	0.303797468	0.028878461	0.567470016	1	-1	0.180687515	2-sample test for equality of proportions with continuity correction	less	0.699392455
C17orf50	9	11	0.166666667	0.139240506	0.035180751	0.574391295	1	-1	0.148196947	2-sample test for equality of proportions with continuity correction	less	0.703834173
CCL5	9	11	0.166666667	0.139240506	0.035180751	0.574391295	1	-1	0.148196947	2-sample test for equality of proportions with continuity correction	less	0.703834173
EVI2A	9	11	0.166666667	0.139240506	0.035180751	0.574391295	1	-1	0.148196947	2-sample test for equality of proportions with continuity correction	less	0.703834173
EVI2B	9	11	0.166666667	0.139240506	0.035180751	0.574391295	1	-1	0.148196947	2-sample test for equality of proportions with continuity correction	less	0.703834173
FNDC8	9	11	0.166666667	0.139240506	0.035180751	0.574391295	1	-1	0.148196947	2-sample test for equality of proportions with continuity correction	less	0.703834173
GAS2L2	9	11	0.166666667	0.139240506	0.035180751	0.574391295	1	-1	0.148196947	2-sample test for equality of proportions with continuity correction	less	0.703834173
MMP28	9	11	0.166666667	0.139240506	0.035180751	0.574391295	1	-1	0.148196947	2-sample test for equality of proportions with continuity correction	less	0.703834173
RAD51D	9	11	0.166666667	0.139240506	0.035180751	0.574391295	1	-1	0.148196947	2-sample test for equality of proportions with continuity correction	less	0.703834173
RDM1	9	11	0.166666667	0.139240506	0.035180751	0.574391295	1	-1	0.148196947	2-sample test for equality of proportions with continuity correction	less	0.703834173
RN7SKP274	9	11	0.166666667	0.139240506	0.035180751	0.574391295	1	-1	0.148196947	2-sample test for equality of proportions with continuity correction	less	0.703834173
Vault|ENSG00000252328.1	9	11	0.166666667	0.139240506	0.035180751	0.574391295	1	-1	0.148196947	2-sample test for equality of proportions with continuity correction	less	0.703834173
LINC00977	16	21	0.296296296	0.265822785	0.035392015	0.574611709	1	-1	0.176945037	2-sample test for equality of proportions with continuity correction	less	0.703834173
LPO	16	21	0.296296296	0.265822785	0.035392015	0.574611709	1	-1	0.176945037	2-sample test for equality of proportions with continuity correction	less	0.703834173
MIR3686	16	21	0.296296296	0.265822785	0.035392015	0.574611709	1	-1	0.176945037	2-sample test for equality of proportions with continuity correction	less	0.703834173
MIR635	16	21	0.296296296	0.265822785	0.035392015	0.574611709	1	-1	0.176945037	2-sample test for equality of proportions with continuity correction	less	0.703834173
MKS1	16	21	0.296296296	0.265822785	0.035392015	0.574611709	1	-1	0.176945037	2-sample test for equality of proportions with continuity correction	less	0.703834173
MPO	16	21	0.296296296	0.265822785	0.035392015	0.574611709	1	-1	0.176945037	2-sample test for equality of proportions with continuity correction	less	0.703834173
PRKAR1A	16	21	0.296296296	0.265822785	0.035392015	0.574611709	1	-1	0.176945037	2-sample test for equality of proportions with continuity correction	less	0.703834173
WIPI1	16	21	0.296296296	0.265822785	0.035392015	0.574611709	1	-1	0.176945037	2-sample test for equality of proportions with continuity correction	less	0.703834173
PHB	23	31	0.425925926	0.392405063	0.042769366	0.581919923	1	-1	0.191994253	2-sample test for equality of proportions with continuity correction	less	0.709003419
AMZ2P1	14	18	0.259259259	0.227848101	0.04395082	0.583027431	1	-1	0.172088165	2-sample test for equality of proportions with continuity correction	less	0.709003419
SLC16A6P1	14	18	0.259259259	0.227848101	0.04395082	0.583027431	1	-1	0.172088165	2-sample test for equality of proportions with continuity correction	less	0.709003419
ORMDL3	48	68	0.888888889	0.860759494	0.04525134	0.58422873	1	-1	0.138865277	2-sample test for equality of proportions with continuity correction	less	0.709003419
FAM117A	21	28	0.388888889	0.35443038	0.049084818	0.58766826	1	-1	0.190557521	2-sample test for equality of proportions with continuity correction	less	0.709003419
SLC35B1	21	28	0.388888889	0.35443038	0.049084818	0.58766826	1	-1	0.190557521	2-sample test for equality of proportions with continuity correction	less	0.709003419
CASC3	34	47	0.62962963	0.594936709	0.049165181	0.58773883	1	-1	0.191479461	2-sample test for equality of proportions with continuity correction	less	0.709003419
RAPGEFL1	34	47	0.62962963	0.594936709	0.049165181	0.58773883	1	-1	0.191479461	2-sample test for equality of proportions with continuity correction	less	0.709003419
BCAN	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
C2CD4D	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
CABLES2	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
CRABP2	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
CRCT1	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
CREG1	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
CRNN	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
DARC	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
FCER1A	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
FCRL2	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
FCRL3	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
FCRL4	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
FCRL5	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
FLG	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
FLG2	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
HRNR	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
ISG20L2	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
KIRREL	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
LAMA5	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
LCE3B	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
LCE3C	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
LCE3D	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
LCE3E	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
LCE5A	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
LELP1	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
LINC00686	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
LOR	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
MIR3194	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
NBPF18P	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
NES	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
NTSR1	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
OR10J1	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
OR10J3	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
OR10J4	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
OR10J5	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
OR10X1	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
OR10Z1	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
OR6P1	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
OR6Y1	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
PGLYRP3	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
PGLYRP4	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
PRR9	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
RN7SL636P	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
RPTN	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
S100A10	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
S100A11	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
S100A12	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
S100A8	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
S100A9	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
